InternalId,EpsgNbr,EsriNbr,OracleNbr,MapInfoNbr,OemNbr,Oracle9Nbr,CsMapNbr,CsMapName,CtmxName,AdskName,EpsgName,EsriName,OracleName,MapInfoName,OemName,GeoToolsName,OcrName,OgcName,GeoTiffName,Oracle9Name,LegacyName,CnvrsnName,CnvrsnComment,MaintenanceComment,Quality,UserFlag,RfcnQualifier
0,0,0,0,0,0,0,0,TMBLI-B,,TMBLI-B,wktTMBLI-B,wktTMBLI-B,wktTMBLI-B,,,wktTMBLI-B,,,,wktTMBLI-B,,,,"TMBLI-B is a 3 parameter equivalent to Timbalai, which is a DMA multiple regression definition of Timbalai 1948.  Not much difference between the two.  Choice of using Timbalai as the default was rather arbitrary.",,,
6001,6001,0,0,0,0,0,,,,,Not specified (based on Airy 1830 ellipsoid),D_Airy_1830,Not specified (based on Airy 1830 ellipsoid) (EPSG ID 6001),,,Not specified (based on Airy 1830 ellipsoid),,,,,,,,,0,0,0
6002,6002,0,0,0,0,0,,,,,Not specified (based on Airy Modified 1849 ellipsoid),D_Airy_Modified,Not specified (based on Airy Modified 1849 ellipsoid) (EPSG ID 6002),,,Not specified (based on Airy Modified 1849 ellipsoid),,,,,,,,,0,0,0
6003,6003,0,0,0,0,0,,,,,Not specified (based on Australian National Spheroid),D_Australian,Not specified (based on Australian National Spheroid) (EPSG ID 6003),,,Not specified (based on Australian National Spheroid),,,,,,,,,0,0,0
6004,6004,0,0,0,0,0,,,,,Not specified (based on Bessel 1841 ellipsoid),D_Bessel_1841,Not specified (based on Bessel 1841 ellipsoid) (EPSG ID 6004),,,Not specified (based on Bessel 1841 ellipsoid),,,,,,,,,0,0,0
6005,6005,0,0,0,0,0,,,,,Not specified (based on Bessel Modified ellipsoid),D_Bessel_Modified,Not specified (based on Bessel Modified ellipsoid) (EPSG ID 6005),,,Not specified (based on Bessel Modified ellipsoid),,,,,,,,,0,0,0
6006,6006,0,0,0,0,0,,,,,Not specified (based on Bessel Namibia ellipsoid),D_Bessel_Namibia,Not specified (based on Bessel Namibia ellipsoid) (EPSG ID 6006),,,Not specified (based on Bessel Namibia ellipsoid),,,,,,,,,0,0,0
6007,6007,0,0,0,0,0,,,,,Not specified (based on Clarke 1858 ellipsoid),D_Clarke_1858,Not specified (based on Clarke 1858 ellipsoid) (EPSG ID 6007),,,Not specified (based on Clarke 1858 ellipsoid),,,,,,,,,0,0,0
6008,6008,0,0,0,0,0,,,,,Not specified (based on Clarke 1866 ellipsoid),D_Clarke_1866,Not specified (based on Clarke 1866 ellipsoid) (EPSG ID 6008),,,Not specified (based on Clarke 1866 ellipsoid),,,,,,,,,0,0,0
6009,6009,0,0,0,0,0,,,,,Not specified (based on Clarke 1866 Michigan ellipsoid),D_Clarke_1866_Michigan,Not specified (based on Clarke 1866 Michigan ellipsoid) (EPSG ID 6009),,,Not specified (based on Clarke 1866 Michigan ellipsoid),,,,,,,,,0,0,0
6010,6010,0,0,0,0,0,,,,,Not specified (based on Clarke 1880 (Benoit) ellipsoid),D_Clarke_1880_Benoit,Not specified (based on Clarke 1880 (Benoit) ellipsoid) (EPSG ID 6010),,,Not specified (based on Clarke 1880 (Benoit) ellipsoid),,,,,,,,,0,0,0
6011,6011,0,0,0,0,0,,,,,Not specified (based on Clarke 1880 (IGN) ellipsoid),D_Clarke_1880_IGN,Not specified (based on Clarke 1880 (IGN) ellipsoid) (EPSG ID 6011),,,Not specified (based on Clarke 1880 (IGN) ellipsoid),,,,,,,,,0,0,0
6012,6012,0,0,0,0,0,,,,,Not specified (based on Clarke 1880 (RGS) ellipsoid),D_Clarke_1880_RGS,Not specified (based on Clarke 1880 (RGS) ellipsoid) (EPSG ID 6012),,,Not specified (based on Clarke 1880 (RGS) ellipsoid),,,,,,,,,0,0,0
6013,6013,0,0,0,0,0,,,,,Not specified (based on Clarke 1880 (Arc) ellipsoid),D_Clarke_1880_Arc,Not specified (based on Clarke 1880 (Arc) ellipsoid) (EPSG ID 6013),,,Not specified (based on Clarke 1880 (Arc) ellipsoid),,,,,,,,,0,0,0
6014,6014,0,0,0,0,0,,,,,Not specified (based on Clarke 1880 (SGA 1922) ellipsoid),D_Clarke_1880_SGA,Not specified (based on Clarke 1880 (SGA 1922) ellipsoid) (EPSG ID 6014),,,Not specified (based on Clarke 1880 (SGA 1922) ellipsoid),,,,,,,,,0,0,0
6015,6015,0,0,0,0,0,,,,,Not specified (based on Everest 1830 (1937 Adjustment) ellipsoid),,Not specified (based on Everest 1830 (1937 Adjustment) ellipsoid) (EPSG ID 6015),,,Not specified (based on Everest 1830 (1937 Adjustment) ellipsoid),,,,,,,,,0,0,0
6016,6016,0,0,0,0,0,,,,,Not specified (based on Everest 1830 (1967 Definition) ellipsoid),D_Everest_Def_1967,Not specified (based on Everest 1830 (1967 Definition) ellipsoid) (EPSG ID 6016),,,Not specified (based on Everest 1830 (1967 Definition) ellipsoid),,,,,,,,,0,0,0
6018,6018,0,0,0,0,0,,,,,Not specified (based on Everest 1830 Modified ellipsoid),D_Everest_Modified,Not specified (based on Everest 1830 Modified ellipsoid) (EPSG ID 6018),,,Not specified (based on Everest 1830 Modified ellipsoid),,,,,,,,,0,0,0
6019,6019,0,0,0,0,0,,,,,Not specified (based on GRS 1980 ellipsoid),D_GRS_1980,Not specified (based on GRS 1980 ellipsoid) (EPSG ID 6019),,,Not specified (based on GRS 1980 ellipsoid),,,,,,,,,0,0,0
6020,6020,0,0,0,0,0,,,,,Not specified (based on Helmert 1906 ellipsoid),D_Helmert_1906,Not specified (based on Helmert 1906 ellipsoid) (EPSG ID 6020),,,Not specified (based on Helmert 1906 ellipsoid),,,,,,,,,0,0,0
6021,6021,0,0,0,0,0,,,,,Not specified (based on Indonesian National Spheroid),D_Indonesian,Not specified (based on Indonesian National Spheroid) (EPSG ID 6021),,,Not specified (based on Indonesian National Spheroid),,,,,,,,,0,0,0
6022,6022,0,0,0,0,0,,,,,Not specified (based on International 1924 ellipsoid),D_International_1924,Not specified (based on International 1924 ellipsoid) (EPSG ID 6022),,,Not specified (based on International 1924 ellipsoid),,,,,,,,,0,0,0
6024,6024,0,0,0,0,0,,,,,Not specified (based on Krassowsky 1940 ellipsoid),D_Krasovsky_1940,Not specified (based on Krassowsky 1940 ellipsoid) (EPSG ID 6024),,,Not specified (based on Krassowsky 1940 ellipsoid),,,,,,,,,0,0,0
6025,6025,0,0,0,0,0,,,,,Not specified (based on NWL 9D ellipsoid),D_NWL_9D,Not specified (based on NWL 9D ellipsoid) (EPSG ID 6025),,,Not specified (based on NWL 9D ellipsoid),,,,,,,,,0,0,0
6027,6027,0,0,0,0,0,,,,,Not specified (based on Plessis 1817 ellipsoid),D_Plessis_1817,Not specified (based on Plessis 1817 ellipsoid) (EPSG ID 6027),,,Not specified (based on Plessis 1817 ellipsoid),,,,,,,,,0,0,0
6028,6028,0,0,0,0,0,,,,,Not specified (based on Struve 1860 ellipsoid),D_Struve_1860,Not specified (based on Struve 1860 ellipsoid) (EPSG ID 6028),,,Not specified (based on Struve 1860 ellipsoid),,,,,,,,,0,0,0
6029,6029,0,0,0,0,0,,,,,Not specified (based on War Office ellipsoid),D_War_Office,Not specified (based on War Office ellipsoid) (EPSG ID 6029),,,Not specified (based on War Office ellipsoid),,,,,,,,,0,0,0
6030,6030,0,0,0,0,0,,,,,Not specified (based on WGS 84 ellipsoid),,Not specified (based on WGS 84 ellipsoid) (EPSG ID 6030),,,Not specified (based on WGS 84 ellipsoid),,,,,,,,,0,0,0
6031,6031,0,0,0,0,0,,,,,Not specified (based on GEM 10C ellipsoid),D_GEM_10C,Not specified (based on GEM 10C ellipsoid) (EPSG ID 6031),,,Not specified (based on GEM 10C ellipsoid),,,,,,,,,0,0,0
6032,6032,0,0,0,0,0,,,,,Not specified (based on OSU86F ellipsoid),D_OSU_86F,Not specified (based on OSU86F ellipsoid) (EPSG ID 6032),,,Not specified (based on OSU86F ellipsoid),,,,,,,,,0,0,0
6033,6033,0,0,0,0,0,,,,,Not specified (based on OSU91A ellipsoid),D_OSU_91A,Not specified (based on OSU91A ellipsoid) (EPSG ID 6033),,,Not specified (based on OSU91A ellipsoid),,,,,,,,,0,0,0
6034,6034,0,0,0,0,0,,,,,Not specified (based on Clarke 1880 ellipsoid),D_Clarke_1880,Not specified (based on Clarke 1880 ellipsoid) (EPSG ID 6034),,,Not specified (based on Clarke 1880 ellipsoid),,,,,,,,,0,0,0
6035,6035,0,0,0,0,0,,,,,Not specified (based on Authalic Sphere),D_Sphere,Not specified (based on Authalic Sphere) (EPSG ID 6035),,,Not specified (based on Authalic Sphere),,,,,,,,,0,0,0
6036,6036,0,0,0,0,0,,,,,Not specified (based on GRS 1967 ellipsoid),D_GRS_1967,Not specified (based on GRS 1967 ellipsoid) (EPSG ID 6036),,,Not specified (based on GRS 1967 ellipsoid),,,,,,,,,0,0,0
6041,6041,0,0,0,0,0,,,,,Not specified (based on Average Terrestrial System 1977 ellipsoid),,Not specified (based on Average Terrestrial System 1977 ellipsoid) (EPSG ID 6041),,,Not specified (based on Average Terrestrial System 1977 ellipsoid),,,,,,,,,0,0,0
6042,6042,0,0,0,0,0,,,,,Not specified (based on Everest (1830 Definition) ellipsoid),D_Everest_1830,Not specified (based on Everest (1830 Definition) ellipsoid) (EPSG ID 6042),,,Not specified (based on Everest (1830 Definition) ellipsoid),,,,,,,,,0,0,0
6043,6043,0,0,0,0,0,,,,,Not specified (based on WGS 72 ellipsoid),,Not specified (based on WGS 72 ellipsoid) (EPSG ID 6043),,,Not specified (based on WGS 72 ellipsoid),,,,,,,,,0,0,0
6044,6044,0,0,0,0,0,,,,,Not specified (based on Everest 1830 (1962 Definition) ellipsoid),D_Everest_Def_1962,Not specified (based on Everest 1830 (1962 Definition) ellipsoid) (EPSG ID 6044),,,Not specified (based on Everest 1830 (1962 Definition) ellipsoid),,,,,,,,,0,0,0
6045,6045,0,0,0,0,0,,,,,Not specified (based on Everest 1830 (1975 Definition) ellipsoid),D_Everest_Def_1975,Not specified (based on Everest 1830 (1975 Definition) ellipsoid) (EPSG ID 6045),,,Not specified (based on Everest 1830 (1975 Definition) ellipsoid),,,,,,,,,0,0,0
6047,6047,0,0,0,0,0,,,,,Not specified (based on GRS 1980 Authalic Sphere),,Not specified (based on GRS 1980 Authalic Sphere) (EPSG ID 6047),,,Not specified (based on GRS 1980 Authalic Sphere),,,,,,,,,0,0,0
6052,6052,0,0,0,0,0,,,,,Not specified (based on Clarke 1866 Authalic Sphere),D_Sphere_Clarke_1866_Authalic,,,,,,,,,,,,,0,0,0
6120,6120,0,0,0,0,0,,Greek,Greek,,Greek,D_Greek,Greek (EPSG ID 6120),,,Greek,,,,,,,Couldn't locate the operation method for this datum.,,0,0,0
6121,6121,0,0,0,0,0,,Greek-GRS87,Greek/GRS87,Greek-GRS87,Greek Geodetic Reference System 1987,D_GGRS_1987,Greek Geodetic Reference System 1987 (EPSG ID 6121),,,Greek Geodetic Reference System 1987,,,,,,,,,0,0,0
6122,6122,0,0,0,0,0,,ATS77,ATS77,ATS77,Average Terrestrial System 1977,D_ATS_1977,Average Terrestrial System 1977 (EPSG ID 6122),,,,,,,,,,,,0,0,0
6123,6123,0,0,0,0,0,,Kartasto66,FinlandKKJ,Kartasto66,Kartastokoordinaattijarjestelma (1966),D_KKJ,Kartasto Koordinaati Jarjestelma 1966 (EPSG ID 6123),,,Kartasto Koordinaati Jarjestelma 1966,,,,,,,,,0,0,0
6124,6124,0,0,0,0,0,,RT90,RT90,RT90-3-7P,Rikets koordinatsystem 1990,D_RT_1990,Rikets koordinatsystem 1990 (EPSG ID 6124),,,Rikets koordinatsystem 1990,,,,RT 90 (Sweden),,,,,0,0,0
6125,6125,0,0,0,0,0,,Samboja,Samboja,Samboja_1,Samboja,D_Samboja,Samboja (EPSG ID 6125),,,Samboja,,,,,,,,,0,0,0
6126,6126,0,0,0,0,0,,Lithuania94,Lithuania94,Lithuania94,Lithuania 1994 (ETRS89),D_Lithuania_1994,Lithuania 1994 (ETRS89) (EPSG ID 6126),,,Lithuania 1994 (ETRS89),,,,,,,,,0,0,0
6127,6127,0,0,0,0,0,,Tete,Tete,TETE,Tete,D_Tete,Tete (EPSG ID 6127),,,Tete,,,,,,,,,0,0,0
6128,6128,0,0,0,0,0,,Madzansua,Madzansua,,Madzansua,D_Madzansua,Madzansua (EPSG ID 6128),,,Madzansua,,,,,,,Couldn't locate the operation method for this datum.,,0,0,0
6129,6129,0,0,0,0,0,,Observatario,Observatario,,Observatario,D_Observatario,Observatario (EPSG ID 6129),,,Observatario,,,,,,,Couldn't locate the operation method for this datum.,,0,0,0
6130,6130,0,0,0,0,0,,Moznet,Moznet,Moznet-MOD,Moznet (ITRF94),D_Moznet,Moznet (ITRF94) (EPSG ID 6130),,,Moznet (ITRF94),,,,,,,,,0,0,0
6131,6131,0,0,0,0,0,,Indian60,Indian60,Indian1960/E,Indian 1960,D_Indian_1960,Indian 1960 (EPSG ID 6131),,,Indian 1960,,,,,,,,,0,0,0
6132,6132,0,0,0,0,0,,Final58,Final58,Final1958,Final Datum 1958,D_FD_1958,Final Datum 1958 (EPSG ID 6132),,,Final Datum 1958,,,,,,,,,0,0,0
6133,6133,0,0,0,0,0,,Estonia92,Estonia92,Estonia92,Estonia 1992,D_Estonia_1992,Estonia 1992 (EPSG ID 6133),,,Estonia 1992,,,,,,,,,0,0,0
6134,6134,0,0,0,0,0,,PDOSurvey93,PDOSurvey93,PDOSurvey93,PDO Survey Datum 1993,D_PDO_1993,PDO Survey Datum 1993 (EPSG ID 6134),,,PDO Survey Datum 1993,,,,,,,,,0,0,0
6135,6135,0,0,0,0,0,,OLDHI,OldHawaiian,OLDHI,Old Hawaiian,D_Old_Hawaiian,Old Hawaiian (EPSG ID 6135),,,Old Hawaiian,,,,Old Hawaiian,,,,,0,0,0
6136,6136,0,0,0,0,0,,StLawrence,StLawrence,,St. Lawrence Island,D_St_Lawrence_Island,St. Lawrence Island (EPSG ID 6136),,,,,,,,,,"This datum uses an unsupported transformation method.
",,0,0,0
6137,6137,0,0,0,0,0,,StPaul,StPaul,,St. Paul Island,D_St_Paul_Island,St. Paul Island (EPSG ID 6137),,,,,,,,,,"This datum uses an unsupported transformation method.
",,0,0,0
6138,6138,0,0,0,0,0,,StGeorge,StGeorge,,St. George Island,D_St_George_Island,St. George Island (EPSG ID 6138),,,,,,,,,,"This datum uses an unsupported transformation method.
",,0,0,0
6139,6139,0,0,0,0,0,,PRVI,PuertoRico,PRVI,Puerto Rico,D_Puerto_Rico,Puerto Rico (EPSG ID 6139),,,Puerto Rico,,,,Puerto Rico,,,,,0,0,0
6140,6140,0,0,0,0,0,,CSRS,CSRS,CSRS,NAD83 Canadian Spatial Reference System,D_North_American_1983_CSRS98,NAD83 Canadian Spatial Reference System (EPSG ID 6140),,,NAD83 Canadian Spatial Reference System,,,,,,,,,0,0,0
6141,6141,0,0,0,0,0,,Israel,Israel,Israel,Israel,D_Israel,Israel (EPSG ID 6141),,,Israel,,,,,,,,,0,65536,0
6142,6142,0,0,0,0,0,,Locodjo65,Locodjo65,Locodjo1965,Locodjo 1965,D_Locodjo_1965,Locodjo 1965 (EPSG ID 6142),,,Locodjo 1965,,,,,,,,,0,0,0
6143,6143,0,0,0,0,0,,Abidjan87,Abidjan87,Abidjan1987,Abidjan 1987,D_Abidjan_1987,Abidjan 1987 (EPSG ID 6143),,,Abidjan 1987,,,,,,,,,0,0,0
6144,6144,0,0,0,0,0,,Kalianpur37,Kalianpur37,Kalianpur1937,Kalianpur 1937,D_Kalianpur_1937,Kalianpur 1937 (EPSG ID 6144),,,Kalianpur 1937,,,,,,,,,0,0,0
6145,6145,0,0,0,0,0,,Kalianpur62,Kalianpur62,Kalianpur1962,Kalianpur 1962,D_Kalianpur_1962,Kalianpur 1962 (EPSG ID 6145),,,Kalianpur 1962,,,,,,,,,0,0,0
6146,6146,0,0,0,0,0,,Kalianpur75,Kalianpur75,Kalianpur1975,Kalianpur 1975,D_Kalianpur_1975,Kalianpur 1975 (EPSG ID 6146),,,Kalianpur 1975,,,,,,,,,0,0,0
6147,6147,0,0,0,0,0,,Hanoi72,Hanoi72,Hanoi1972,Hanoi 1972,D_Hanoi_1972,Hanoi 1972 (EPSG ID 6147),,,Hanoi 1972,,,,,,,,,0,0,0
6148,6148,0,0,0,0,0,,Hartebeesthoek94,Hartebeesthoek94,Hartebeesthoek94,Hartebeesthoek94,D_Hartebeesthoek_1994,Hartebeesthoek94 (EPSG ID 6148),,,Hartebeesthoek94,,,,,,,,,0,0,0
6149,6149,0,0,0,0,0,,CH1903,CH1903,CH-1903,CH1903,D_CH1903,CH1903 (EPSG ID 6149),,,CH1903,,,,CH 1903 (Switzerland),,,Coordinate frame transformation converted to 7PARAMETER by conversion program.,"While this definition is supposed to be the same as CH-1903, the rotation parameters have different signs.  The old Position Vector vs Coordinate Frame problem.  The validity of this and CH1903 needs to be verified.  That is, which one is right.  Also notice that Autodesk switched the mamping of this name to CH-1903, while CS-MAP has retained the original CH1903.  Since these definitions are different (should be the same), need to starighten this mess out.",0,65536,0
6150,6150,0,0,0,0,0,,CH1903Plus,CH1903Plus,CH1903Plus_1,CH1903+,D_CH1903+,CH1903+ (EPSG ID 6150),,,CH1903+,,,,,,,,,0,0,0
6151,6151,0,0,0,0,0,,CHTRF95,CHTRF95,CHTRF95,Swiss Terrestrial Reference Frame 1995,D_Swiss_TRF_1995,Swiss Terrestrial Reference Frame 1995 (EPSG ID 6151),,,Swiss Terrestrial Reference Frame 1995,,,,,,,,,0,0,0
6152,6152,0,0,0,0,0,,HPGN,HARN,HPGN,NAD83 (High Accuracy Regional Network),D_North_American_1983_HARN,NAD83 (High Accuracy Regional Network) (EPSG ID 6152),,,NAD83 (High Accuracy Regional Network),,,,,,,,,0,65536,0
6153,6153,0,0,0,0,0,,Rassadiran,Rassadiran,Rassadiran_1,Rassadiran,D_Rassadiran,Rassadiran (EPSG ID 6153),,,Rassadiran,,,,,,,,,0,0,0
6154,6154,0,0,0,0,0,,Europ50/77,ED50/77,Europ50/1977,European Datum 1950(1977),D_European_1950_ED77,European Datum 1950(1977) (EPSG ID 6154),,,European Datum 1950(1977),,,,,,,,,0,0,0
6155,6155,0,0,0,0,0,,Dabola81,Dabola81,Dabola1981,Dabola 1981,D_Dabola_1981|D_Dabola,Dabola 1981 (EPSG ID 6155),,,Dabola 1981,,,,,,,,"ESRI::D_Dabola may not be necessary.  Preserved for legacy, regression prevention, purposes.",0,0,0
6156,6156,0,0,0,0,0,,Czech/JTSK,,Czech/JTSK,Jednotne Trigonometricke Site Katastralni,D_S_JTSK,Jednotne Trigonometricke Site Katastralni (EPSG ID 6156),,,Jednotne Trigonometricke Site Katastralni,,,,,,,,"Replaced by a Seven Parameter definition, ADSK::Czech/JTSK!!!",0,0,0
6157,6157,0,0,0,0,0,,MountDillon,MountDillon,,Mount Dillon,D_Mount_Dillon,Mount Dillon (EPSG ID 6157),,,Mount Dillon,,,,,,,Couldn't locate the operation method for this datum.,,0,0,0
6158,6158,0,0,0,0,0,,NAPARIMA,Naparima55,NAPARIMA,Naparima 1955,D_Naparima_1955,Naparima 1955 (EPSG ID 6158),,,Naparima 1955,,,,"Naparima, BWI",,,,,0,0,0
6159,6159,0,0,0,0,0,,EuropLibyan79,ED79/Libyan,ELD1979,European Libyan Datum 1979,D_European_Libyan_1979,European Libyan Datum 1979 (EPSG ID 6159),,,European Libyan Datum 1979,,,,,,,,,0,0,0
6160,6160,0,0,0,0,0,,ChosMalal14,ChosMalal14,,Chos Malal 1914,D_Chos_Malal_1914,Chos Malal 1914 (EPSG ID 6160),,,Chos Malal 1914,,,,,,,Couldn't locate the operation method for this datum.,,0,0,0
6161,6161,0,0,0,0,0,,Castillo,Castillo,PampaCastillo,Pampa del Castillo,D_Pampa_del_Castillo,Pampa del Castillo (EPSG ID 6161),,,Pampa del Castillo,,,,,,,,,0,65536,0
6162,6162,0,0,0,0,0,,Korean85,Korean85,,Korean Datum 1985,D_Korean_Datum_1985,Korean Datum 1985 (EPSG ID 6162),,,Korean Datum 1985,,,,,,,Couldn't locate the operation method for this datum.,,0,0,0
6163,6163,0,0,0,0,0,,YemenNtl96,YemenNtl96,YemenNtl96,Yemen National Geodetic Network 1996,D_Yemen_NGN_1996,Yemen National Geodetic Network 1996 (EPSG ID 6163),,,Yemen National Geodetic Network 1996,,,,,,,,,0,0,0
6164,6164,0,0,0,0,0,,SouthYemen,SouthYemen,SouthYemen_1,South Yemen,D_South_Yemen,South Yemen (EPSG ID 6164),,,South Yemen,,,,,,,,,0,0,0
6165,6165,0,0,0,0,0,,Bissau,Bissau,Bissau_1,Bissau,D_Bissau,Bissau (EPSG ID 6165),,,Bissau,,,,,,,,,0,0,0
6166,6166,0,0,0,0,0,,Korean95,Korean95,Korean95,Korean Datum 1995,D_Korean_Datum_1995,Korean Datum 1995 (EPSG ID 6166),,,Korean Datum 1995,,,,,,,,,0,0,0
6167,6167,0,0,0,0,0,,NZGD2000,NZGD2000,NZGD2000,New Zealand Geodetic Datum 2000,D_NZGD_2000,New Zealand Geodetic Datum 2000 (EPSG ID 6167),,,New Zealand Geodetic Datum 2000,,,,,,,,,0,0,0
6168,6168,0,0,0,0,0,,Accra,Accra,Accra1929,Accra,D_Accra,Accra (EPSG ID 6168),,,Accra,,,,,,,,,0,0,0
6169,6169,0,0,0,0,0,,AmSamoa62,AmSamoa62,Samoa1962,American Samoa 1962,D_American_Samoa_1962,American Samoa 1962 (EPSG ID 6169),,,,,,,,,,,,0,0,0
6170,6170,0,0,0,0,0,,GRSSA,GRSSA,GRSSA,Sistema de Referencia Geocentrico para America del Sur 1995,D_SIRGAS,Sistema de Referencia Geocentrico para America del Sur (EPSG ID 6170),,,Sistema de Referencia Geocentrico para America del Sur,,,,,,,,,0,0,0
6171,6171,0,0,0,0,0,,RGF93,RGF93,RGF93,Reseau Geodesique Francais 1993,D_RGF_1993,Reseau Geodesique Francais 1993 (EPSG ID 6171),,,Reseau Geodesique Francais 1993,,,,,,,,,0,0,0
6172,6172,0,0,0,0,0,,PosGAr,PosGAr,PosGAr98,Posiciones Geodesicas Argentinas,D_POSGAR,Posiciones Geodesicas Argentinas (EPSG ID 6172),,,Posiciones Geodesicas Argentinas,,,,,,,,,0,0,0
6173,6173,0,0,0,0,0,,IRENET95,Ireland95,IRENET95,IRENET95,D_IRENET95,IRENET95 (EPSG ID 6173),,,IRENET95,,,,,,,,,0,0,0
6174,6174,0,0,0,0,0,,SierraLeone24,SierraLeone24,,Sierra Leone Colony 1924,D_Sierra_Leone_1924,Sierra Leone Colony 1924 (EPSG ID 6174),,,Sierra Leone Colony 1924,,,,,,,Couldn't locate the operation method for this datum.,,0,0,0
6175,6175,0,0,0,0,0,,SierraLeone68,SierraLeone68,SierraLeone1968,Sierra Leone 1968,D_Sierra_Leone_1968,Sierra Leone 1968 (EPSG ID 6175),,,Sierra Leone 1968,,,,,,,,,0,0,0
6176,6176,0,0,0,0,0,,Antarctic98,Antarctic98,Antarctic98,Australian Antarctic Datum 1998,D_Australian_Antarctic_1998,Australian Antarctic Datum 1998 (EPSG ID 6176),,,Australian Antarctic Datum 1998,,,,,,,,,0,0,0
6178,6178,0,0,0,0,0,,Pulkovo42/83,Pulkovo42/83,Pulkovo42/83,Pulkovo 1942/83,,Pulkovo 1942/83 (EPSG ID 6178),,,Pulkovo 1942/83,,,,,,,,,0,0,0
6179,6179,0,0,0,0,0,,Pulkovo42/58,Pulkovo42/58,Pulkovo42/58,Pulkovo 1942/58,,Pulkovo 1942/58 (EPSG ID 6179),,,Pulkovo 1942/58,,,,,,,,,0,0,0
6180,6180,0,0,0,0,0,,Estonia97,Estonia97,Estonia97,Estonia 1997,D_Estonia_1997,Estonia 1997 (EPSG ID 6180),,,Estonia 1997,,,,,,,,,0,0,0
6181,6181,0,0,0,0,0,,Luxembourg30,Luxembourg30,Luxembourg30,Luxembourg 1930,D_Luxembourg_1930,Luxembourg 1930 (EPSG ID 6181),,,Luxembourg 1930,,,,,,,,,0,0,0
6182,6182,0,0,0,0,0,,OBSRV66,Observatorio66,OBSRV66,Azores Occidental Islands 1939,D_Observ_Meteorologico_1939,Azores Occidental Islands 1939 (EPSG ID 6182),,,Azores Occidental Islands 1939,,,,Observatorio 1966,,,,,0,0,0
6183,6183,0,0,0,0,0,,AZORES,AzoresCentral1948,AZORES-G,Azores Central Islands 1948,D_Graciosa_Base_SW_1948,Azores Central Islands 1948 (EPSG ID 6183),,,Azores Central Islands 1948,,,,Southwest Base,,,,,0,0,0
6184,6184,0,0,0,0,0,,SAOBRAZ,SaoBraz,SAOBRAZ,Azores Oriental Islands 1940,D_Sao_Braz,Azores Oriental Islands 1940 (EPSG ID 6184),,,Azores Oriental Islands 1940,,,,Sao Braz,,,,,0,0,0
6185,6185,0,0,0,0,0,,Madeira36,Madeira36,,Madeira 1936,D_Madeira_1936,Madeira 1936 (EPSG ID 6185),,,Madeira 1936,,,,,,,,,0,0,0
6188,6188,0,0,0,0,0,,OSNI52,OSNI52,OSNI52,OSNI 1952,D_OSNI_1952,OSNI 1952 (EPSG ID 6188),,,OSNI 1952,,,,,,,,,0,65536,0
6189,6189,0,0,0,0,0,,REGVEN,RedGVen,REGVEN,Red Geodesica Venezolana,D_REGVEN,Red Geodesica Venezolana (EPSG ID 6189),,,Red Geodesica Venezolana,,,,,,,,,0,0,0
6190,6190,0,0,0,0,0,,PGA98,PGA98,PosGAr98|PGA98,Posiciones Geodesicas Argentinas 1998,D_POSGAR_1998,Posiciones Geodesicas Argentinas 1998 (EPSG ID 6190),,,Posiciones Geodesicas Argentinas 1998,,,,,,,,,0,65536,0
6191,6191,0,0,0,0,0,,Albanian87,Albanian87,,Albanian 1987,D_Albanian_1987,Albanian 1987 (EPSG ID 6191),,,Albanian 1987,,,,,,,Couldn't locate the operation method for this datum.,,0,0,0
6192,6192,0,0,0,0,0,,Douala48,Douala1948,Douala1948,Douala 1948,D_Douala_1948,Douala 1948 (EPSG ID 6192),,,Douala 1948,,,,,,,,,0,65536,0
6193,6193,0,0,0,0,0,,Manoca62,Manoca62,Manoca1962,Manoca 1962,D_Manoca_1962,Manoca 1962 (EPSG ID 6193),,,Manoca 1962,,,,,,,,,0,0,0
6194,6194,0,0,0,0,0,,Qornoq27,Qornoq27,Qornoq1927,Qornoq 1927,D_Qornoq_1927,Qornoq 1927 (EPSG ID 6194),,,Qornoq 1927,,,,,,,,"ESRI::D_Dabola may not be necessary.  Preserved for legacy, regression prevention, purposes.",0,0,0
6195,6195,0,0,0,0,0,,Scoresbysund52,Scoresbysund52,Scoresbysund52,Scoresbysund 1952,D_Scoresbysund_1952,Scoresbysund 1952 (EPSG ID 6195),,,Scoresbysund 1952,,,,,,,,,0,0,0
6196,6196,0,0,0,0,0,,Ammassalik58,Ammassalik58,Ammassalik58,Ammassalik 1958,D_Ammassalik_1958,Ammassalik 1958 (EPSG ID 6196),,,Ammassalik 1958,,,,,,,,,0,0,0
6197,6197,0,0,0,0,0,,Garoua,Garoua,,Garoua,,Garoua (EPSG ID 6197),,,Garoua,,,,,,,Couldn't locate the operation method for this datum.,,0,0,0
6198,6198,0,0,0,0,0,,Kousseri,Kousseri,,Kousseri,D_Kousseri,Kousseri (EPSG ID 6198),,,Kousseri,,,,,,,Couldn't locate the operation method for this datum.,,0,0,0
6199,6199,0,0,0,0,0,,Egypt30,Egypt30,,Egypt 1930,D_Egypt_1930,Egypt 1930 (EPSG ID 6199),,,Egypt 1930,,,,,,,Couldn't locate the operation method for this datum.,,0,0,0
